words,tags,intent,sentence,slots,intent_id
"['drop', 'to', '1500']","['B-action', 'O', 'B-altitude']",4.0,drop to 1500,"{'altitude': '1500', 'action': 'drop'}",
"['go', 'to', '17000']","['B-action', 'O', 'B-altitude']",4.0,go to 17000,"{'altitude': '17000', 'action': 'go'}",
"['ascend', 'to', '10000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 10000,"{'altitude': '10000', 'action': 'ascend'}",
"['maintain', 'to', '24500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 24500,"{'altitude': '24500', 'action': 'maintain'}",
"['descend', 'to', '22500']","['B-action', 'O', 'B-altitude']",4.0,descend to 22500,"{'altitude': '22500', 'action': 'descend'}",
"['go', 'to', '24000']","['B-action', 'O', 'B-altitude']",4.0,go to 24000,"{'altitude': '24000', 'action': 'go'}",
"['maintain', 'to', '18500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 18500,"{'altitude': '18500', 'action': 'maintain'}",
"['ascend', 'to', '5000']","['B-action', 'O', 'B-altitude']",4.0,ascend to 5000,"{'altitude': '5000', 'action': 'ascend'}",
"['go', 'to', '14000']","['B-action', 'O', 'B-altitude']",4.0,go to 14000,"{'altitude': '14000', 'action': 'go'}",
"['maintain', 'to', '9000']","['B-action', 'O', 'B-altitude']",4.0,maintain to 9000,"{'altitude': '9000', 'action': 'maintain'}",
"['climb', 'to', '18000']","['B-action', 'O', 'B-altitude']",4.0,climb to 18000,"{'altitude': '18000', 'action': 'climb'}",
"['level', 'off', 'to', '13500']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 13500,"{'altitude': '13500', 'action': 'level off'}",
"['ascend', 'to', '4500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 4500,"{'altitude': '4500', 'action': 'ascend'}",
"['climb', 'to', '9500']","['B-action', 'O', 'B-altitude']",4.0,climb to 9500,"{'altitude': '9500', 'action': 'climb'}",
"['climb', 'to', '8500']","['B-action', 'O', 'B-altitude']",4.0,climb to 8500,"{'altitude': '8500', 'action': 'climb'}",
"['drop', 'to', '1000']","['B-action', 'O', 'B-altitude']",4.0,drop to 1000,"{'altitude': '1000', 'action': 'drop'}",
"['rise', 'to', '10000']","['B-action', 'O', 'B-altitude']",4.0,rise to 10000,"{'altitude': '10000', 'action': 'rise'}",
"['rise', 'to', '11000']","['B-action', 'O', 'B-altitude']",4.0,rise to 11000,"{'altitude': '11000', 'action': 'rise'}",
"['maintain', 'to', '16500']","['B-action', 'O', 'B-altitude']",4.0,maintain to 16500,"{'altitude': '16500', 'action': 'maintain'}",
"['ascend', 'to', '18500']","['B-action', 'O', 'B-altitude']",4.0,ascend to 18500,"{'altitude': '18500', 'action': 'ascend'}",
"['level', 'off', 'to', '3000']","['B-action', 'I-action', 'O', 'B-altitude']",4.0,level off to 3000,"{'altitude': '3000', 'action': 'level off'}",
"['descend', 'to', '22500']","['B-action', 'O', 'B-altitude']",4.0,descend to 22500,"{'altitude': '22500', 'action': 'descend'}",
"['Altitude', 'cleared', 'to', '12500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 12500 feet,"{'altitude': '12500', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '20500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 20500 feet,"{'altitude': '20500', 'target': 'set to'}",
"['Altitude', 'requested', '7000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 7000 feet,"{'altitude': '7000', 'target': 'requested'}",
"['Altitude', 'cleared', 'to', '16000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 16000 feet,"{'altitude': '16000', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '4000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 4000 feet,"{'altitude': '4000', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '18000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 18000 feet,"{'altitude': '18000', 'target': 'set to'}",
"['Altitude', 'set', 'to', '21500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 21500 feet,"{'altitude': '21500', 'target': 'set to'}",
"['Altitude', 'set', 'to', '24000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 24000 feet,"{'altitude': '24000', 'target': 'set to'}",
"['Altitude', 'cleared', 'to', '8000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 8000 feet,"{'altitude': '8000', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '19500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 19500 feet,"{'altitude': '19500', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '22000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 22000 feet,"{'altitude': '22000', 'target': 'cleared to'}",
"['Altitude', 'target', '9000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 9000 feet,"{'altitude': '9000', 'target': 'target'}",
"['Altitude', 'set', 'to', '5500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 5500 feet,"{'altitude': '5500', 'target': 'set to'}",
"['Altitude', 'assigned', '15500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 15500 feet,"{'altitude': '15500', 'target': 'assigned'}",
"['Altitude', 'cleared', 'to', '9500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 9500 feet,"{'altitude': '9500', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '14500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 14500 feet,"{'altitude': '14500', 'target': 'cleared to'}",
"['Altitude', 'assigned', '4500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 4500 feet,"{'altitude': '4500', 'target': 'assigned'}",
"['Altitude', 'assigned', '4000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 4000 feet,"{'altitude': '4000', 'target': 'assigned'}",
"['Altitude', 'target', '12500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 12500 feet,"{'altitude': '12500', 'target': 'target'}",
"['Altitude', 'requested', '22500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 22500 feet,"{'altitude': '22500', 'target': 'requested'}",
"['Altitude', 'requested', '17000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 17000 feet,"{'altitude': '17000', 'target': 'requested'}",
"['Altitude', 'set', 'to', '3500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 3500 feet,"{'altitude': '3500', 'target': 'set to'}",
"['Altitude', 'set', 'to', '1500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 1500 feet,"{'altitude': '1500', 'target': 'set to'}",
"['Altitude', 'cleared', 'to', '24000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 24000 feet,"{'altitude': '24000', 'target': 'cleared to'}",
"['Altitude', 'requested', '21500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 21500 feet,"{'altitude': '21500', 'target': 'requested'}",
"['Altitude', 'requested', '16500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 16500 feet,"{'altitude': '16500', 'target': 'requested'}",
"['Altitude', 'requested', '17000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 17000 feet,"{'altitude': '17000', 'target': 'requested'}",
"['Altitude', 'requested', '12500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 12500 feet,"{'altitude': '12500', 'target': 'requested'}",
"['Altitude', 'requested', '22500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 22500 feet,"{'altitude': '22500', 'target': 'requested'}",
"['Altitude', 'assigned', '8000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 8000 feet,"{'altitude': '8000', 'target': 'assigned'}",
"['Altitude', 'assigned', '23000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 23000 feet,"{'altitude': '23000', 'target': 'assigned'}",
"['Altitude', 'requested', '22000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 22000 feet,"{'altitude': '22000', 'target': 'requested'}",
"['Altitude', 'requested', '6500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 6500 feet,"{'altitude': '6500', 'target': 'requested'}",
"['Altitude', 'cleared', 'to', '17000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 17000 feet,"{'altitude': '17000', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '7500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 7500 feet,"{'altitude': '7500', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '16000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 16000 feet,"{'altitude': '16000', 'target': 'set to'}",
"['Altitude', 'cleared', 'to', '23500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 23500 feet,"{'altitude': '23500', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '8500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 8500 feet,"{'altitude': '8500', 'target': 'set to'}",
"['Altitude', 'set', 'to', '24000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 24000 feet,"{'altitude': '24000', 'target': 'set to'}",
"['Altitude', 'assigned', '1500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 1500 feet,"{'altitude': '1500', 'target': 'assigned'}",
"['Altitude', 'target', '22500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 22500 feet,"{'altitude': '22500', 'target': 'target'}",
"['Altitude', 'set', 'to', '8500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 8500 feet,"{'altitude': '8500', 'target': 'set to'}",
"['Altitude', 'assigned', '19500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 19500 feet,"{'altitude': '19500', 'target': 'assigned'}",
"['Altitude', 'target', '19000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 19000 feet,"{'altitude': '19000', 'target': 'target'}",
"['Altitude', 'assigned', '22000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 22000 feet,"{'altitude': '22000', 'target': 'assigned'}",
"['Altitude', 'assigned', '1500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 1500 feet,"{'altitude': '1500', 'target': 'assigned'}",
"['Altitude', 'assigned', '16000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 16000 feet,"{'altitude': '16000', 'target': 'assigned'}",
"['Altitude', 'requested', '14000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 14000 feet,"{'altitude': '14000', 'target': 'requested'}",
"['Altitude', 'set', 'to', '10500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 10500 feet,"{'altitude': '10500', 'target': 'set to'}",
"['Altitude', 'assigned', '4500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 4500 feet,"{'altitude': '4500', 'target': 'assigned'}",
"['Altitude', 'cleared', 'to', '16500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 16500 feet,"{'altitude': '16500', 'target': 'cleared to'}",
"['Altitude', 'assigned', '15500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 15500 feet,"{'altitude': '15500', 'target': 'assigned'}",
"['Altitude', 'assigned', '11500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 11500 feet,"{'altitude': '11500', 'target': 'assigned'}",
"['Altitude', 'requested', '5500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 5500 feet,"{'altitude': '5500', 'target': 'requested'}",
"['Altitude', 'assigned', '4500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 4500 feet,"{'altitude': '4500', 'target': 'assigned'}",
"['Altitude', 'target', '20000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 20000 feet,"{'altitude': '20000', 'target': 'target'}",
"['Altitude', 'set', 'to', '1500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 1500 feet,"{'altitude': '1500', 'target': 'set to'}",
"['Altitude', 'requested', '18500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 18500 feet,"{'altitude': '18500', 'target': 'requested'}",
"['Altitude', 'cleared', 'to', '9500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 9500 feet,"{'altitude': '9500', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '10000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 10000 feet,"{'altitude': '10000', 'target': 'set to'}",
"['Altitude', 'cleared', 'to', '15500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 15500 feet,"{'altitude': '15500', 'target': 'cleared to'}",
"['Altitude', 'target', '21500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 21500 feet,"{'altitude': '21500', 'target': 'target'}",
"['Altitude', 'assigned', '23000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 23000 feet,"{'altitude': '23000', 'target': 'assigned'}",
"['Altitude', 'assigned', '1000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 1000 feet,"{'altitude': '1000', 'target': 'assigned'}",
"['Altitude', 'assigned', '1000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 1000 feet,"{'altitude': '1000', 'target': 'assigned'}",
"['Altitude', 'target', '9500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 9500 feet,"{'altitude': '9500', 'target': 'target'}",
"['Altitude', 'assigned', '14500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 14500 feet,"{'altitude': '14500', 'target': 'assigned'}",
"['Altitude', 'assigned', '12500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 12500 feet,"{'altitude': '12500', 'target': 'assigned'}",
"['Altitude', 'target', '14500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 14500 feet,"{'altitude': '14500', 'target': 'target'}",
"['Altitude', 'target', '16500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 16500 feet,"{'altitude': '16500', 'target': 'target'}",
"['Altitude', 'target', '9500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 9500 feet,"{'altitude': '9500', 'target': 'target'}",
"['Altitude', 'set', 'to', '18500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 18500 feet,"{'altitude': '18500', 'target': 'set to'}",
"['Altitude', 'cleared', 'to', '18000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 18000 feet,"{'altitude': '18000', 'target': 'cleared to'}",
"['Altitude', 'target', '17500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 17500 feet,"{'altitude': '17500', 'target': 'target'}",
"['Altitude', 'set', 'to', '3000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 3000 feet,"{'altitude': '3000', 'target': 'set to'}",
"['Altitude', 'target', '14500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 14500 feet,"{'altitude': '14500', 'target': 'target'}",
"['Altitude', 'set', 'to', '18000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 18000 feet,"{'altitude': '18000', 'target': 'set to'}",
"['Altitude', 'set', 'to', '16000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 16000 feet,"{'altitude': '16000', 'target': 'set to'}",
"['Altitude', 'target', '8000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 8000 feet,"{'altitude': '8000', 'target': 'target'}",
"['Altitude', 'cleared', 'to', '6000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 6000 feet,"{'altitude': '6000', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '16500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 16500 feet,"{'altitude': '16500', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '15000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 15000 feet,"{'altitude': '15000', 'target': 'set to'}",
"['Altitude', 'set', 'to', '8500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 8500 feet,"{'altitude': '8500', 'target': 'set to'}",
"['Altitude', 'set', 'to', '20500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 20500 feet,"{'altitude': '20500', 'target': 'set to'}",
"['Altitude', 'requested', '8500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 8500 feet,"{'altitude': '8500', 'target': 'requested'}",
"['Altitude', 'target', '14500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 14500 feet,"{'altitude': '14500', 'target': 'target'}",
"['Altitude', 'assigned', '6000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 6000 feet,"{'altitude': '6000', 'target': 'assigned'}",
"['Altitude', 'target', '13500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 13500 feet,"{'altitude': '13500', 'target': 'target'}",
"['Altitude', 'assigned', '24500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 24500 feet,"{'altitude': '24500', 'target': 'assigned'}",
"['Altitude', 'requested', '17500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 17500 feet,"{'altitude': '17500', 'target': 'requested'}",
"['Altitude', 'set', 'to', '11000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 11000 feet,"{'altitude': '11000', 'target': 'set to'}",
"['Altitude', 'assigned', '20500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 20500 feet,"{'altitude': '20500', 'target': 'assigned'}",
"['Altitude', 'assigned', '21000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 21000 feet,"{'altitude': '21000', 'target': 'assigned'}",
"['Altitude', 'assigned', '4500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 4500 feet,"{'altitude': '4500', 'target': 'assigned'}",
"['Altitude', 'cleared', 'to', '10000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 10000 feet,"{'altitude': '10000', 'target': 'cleared to'}",
"['Altitude', 'cleared', 'to', '6500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 6500 feet,"{'altitude': '6500', 'target': 'cleared to'}",
"['Altitude', 'assigned', '5500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude assigned 5500 feet,"{'altitude': '5500', 'target': 'assigned'}",
"['Altitude', 'requested', '4500', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude requested 4500 feet,"{'altitude': '4500', 'target': 'requested'}",
"['Altitude', 'cleared', 'to', '4500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 4500 feet,"{'altitude': '4500', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '22000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 22000 feet,"{'altitude': '22000', 'target': 'set to'}",
"['Altitude', 'cleared', 'to', '8000', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude cleared to 8000 feet,"{'altitude': '8000', 'target': 'cleared to'}",
"['Altitude', 'set', 'to', '21500', 'feet']","['O', 'O', 'O', 'B-altitude', 'O']",4.0,Altitude set to 21500 feet,"{'altitude': '21500', 'target': 'set to'}",
"['Altitude', 'target', '17000', 'feet']","['O', 'O', 'B-altitude', 'O']",4.0,Altitude target 17000 feet,"{'altitude': '17000', 'target': 'target'}",
